Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2016,2016 Annual,"Smoking - Less Than $25,000",Arkansas,46.0,38.6,1.89,43.4,33.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",California,1.0,16.5,-1.68,18.3,14.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Colorado,19.0,28.1,0.19,31.4,24.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Connecticut,14.0,26.3,-0.1,29.2,23.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Delaware,5.0,22.0,-0.79,25.8,18.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Florida,13.0,25.2,-0.27,27.9,22.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Georgia,31.0,30.4,0.57,34.5,26.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Hawaii,9.0,23.4,-0.57,26.7,20.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Idaho,14.0,26.3,-0.1,30.1,22.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Illinois,7.0,22.6,-0.7,26.1,19.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Indiana,37.0,32.4,0.89,36.2,28.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Iowa,29.0,30.0,0.5,34.0,26.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Kansas,33.0,31.1,0.68,33.0,29.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Kentucky,50.0,44.1,2.0,48.7,39.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Louisiana,38.0,32.8,0.95,36.5,29.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Maine,40.0,33.9,1.13,37.1,30.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Maryland,24.0,28.7,0.29,34.0,23.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Massachusetts,11.0,25.0,-0.31,28.0,22.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Michigan,42.0,36.1,1.49,39.2,32.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Minnesota,32.0,30.6,0.6,33.1,28.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Mississippi,34.0,31.2,0.7,34.3,28.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Missouri,48.0,41.7,2.0,45.7,37.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Montana,39.0,33.8,1.12,38.0,29.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Nebraska,23.0,28.6,0.27,31.3,25.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Nevada,30.0,30.1,0.52,36.8,23.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",New Hampshire,35.0,31.4,0.73,35.6,27.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",New Jersey,3.0,18.8,-1.31,21.8,15.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",New Mexico,11.0,25.0,-0.31,28.0,21.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",New York,6.0,22.4,-0.73,24.7,20.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",North Carolina,19.0,28.1,0.19,30.8,25.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",North Dakota,22.0,28.2,0.21,32.8,23.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Ohio,44.0,36.6,1.57,40.1,33.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Oklahoma,45.0,37.1,1.65,40.6,33.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Oregon,18.0,28.0,0.18,31.7,24.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Pennsylvania,19.0,28.1,0.19,31.9,24.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Rhode Island,10.0,24.3,-0.42,28.2,20.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",South Carolina,28.0,29.9,0.48,32.5,27.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",South Dakota,42.0,36.1,1.49,41.2,30.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Tennessee,41.0,35.4,1.37,39.4,31.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Texas,8.0,23.0,-0.63,25.7,20.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Utah,2.0,18.0,-1.44,20.6,15.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Vermont,36.0,31.5,0.74,35.3,27.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Virginia,25.0,28.8,0.31,32.0,25.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Washington,16.0,26.8,-0.02,29.4,24.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",West Virginia,47.0,39.1,1.97,42.1,36.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Wisconsin,17.0,27.4,0.08,31.3,23.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",Wyoming,27.0,29.8,0.47,35.0,24.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",District of Columbia,,26.8,,33.6,20.0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Smoking - Less Than $25,000",United States,,26.9,,27.5,26.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2017,2017 Annual,"Smoking - $25-$49,999",Alabama,45.0,24.6,1.58,28.1,21.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Alaska,42.0,23.3,1.2,29.7,16.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Arizona,15.0,17.8,-0.41,20.7,14.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Arkansas,47.0,25.1,1.72,29.6,20.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",California,1.0,11.4,-2.0,13.2,9.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Colorado,25.0,20.6,0.41,22.9,18.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Connecticut,7.0,16.6,-0.76,19.2,14.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Delaware,27.0,20.7,0.44,24.5,17.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Florida,13.0,17.5,-0.5,19.3,15.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Georgia,36.0,22.3,0.9,25.8,18.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Hawaii,3.0,15.3,-1.14,17.9,12.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Idaho,5.0,16.2,-0.88,19.4,12.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Illinois,24.0,20.3,0.32,23.7,16.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Indiana,49.0,26.1,2.0,28.8,23.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Iowa,39.0,22.6,0.99,25.6,19.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Kansas,19.0,19.2,0.0,21.2,17.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Kentucky,48.0,25.6,1.87,28.8,22.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Louisiana,40.0,22.8,1.05,27.0,18.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Maine,33.0,21.9,0.79,24.7,19.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Maryland,16.0,18.0,-0.35,20.5,15.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Massachusetts,4.0,15.5,-1.08,18.3,12.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Michigan,40.0,22.8,1.05,25.1,20.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Minnesota,29.0,20.9,0.5,22.7,19.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Mississippi,25.0,20.6,0.41,24.0,17.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Missouri,44.0,23.5,1.26,27.0,19.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Montana,20.0,19.4,0.06,22.5,16.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Nebraska,28.0,20.8,0.47,23.1,18.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Nevada,37.0,22.4,0.93,26.8,18.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",New Hampshire,31.0,21.4,0.64,25.1,17.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",New Jersey,6.0,16.3,-0.85,20.0,12.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",New Mexico,9.0,16.7,-0.73,19.9,13.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",New York,7.0,16.6,-0.76,18.5,14.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",North Carolina,32.0,21.7,0.73,24.6,18.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",North Dakota,46.0,24.8,1.63,28.2,21.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Ohio,49.0,26.1,2.0,28.9,23.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Oklahoma,37.0,22.4,0.93,25.5,19.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Oregon,14.0,17.6,-0.47,20.5,14.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Pennsylvania,30.0,21.0,0.53,24.2,17.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Rhode Island,10.0,16.8,-0.7,20.4,13.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",South Carolina,33.0,21.9,0.79,24.6,19.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",South Dakota,21.0,19.5,0.09,23.2,15.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Tennessee,43.0,23.4,1.23,26.8,20.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Texas,10.0,16.8,-0.7,19.9,13.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Utah,2.0,11.5,-2.0,13.8,9.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Vermont,18.0,18.8,-0.12,21.9,15.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Virginia,22.0,19.7,0.15,22.3,17.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Washington,12.0,16.9,-0.67,18.8,14.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",West Virginia,33.0,21.9,0.79,24.4,19.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Wisconsin,17.0,18.7,-0.15,22.0,15.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",Wyoming,23.0,19.8,0.18,23.5,16.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",United States,,19.2,,19.8,18.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $25-$49,999",District of Columbia,,13.3,,16.9,9.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Alabama,37.0,16.7,0.64,20.2,13.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Alaska,48.0,18.9,1.52,24.9,13.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Arizona,15.0,13.7,-0.56,16.8,10.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Arkansas,39.0,16.9,0.72,22.3,11.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",California,7.0,12.8,-0.92,15.5,10.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Colorado,9.0,13.1,-0.8,15.3,10.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Connecticut,33.0,16.1,0.4,19.4,12.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Delaware,25.0,15.2,0.04,19.8,10.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Florida,21.0,14.4,-0.28,16.6,12.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Georgia,27.0,15.3,0.08,19.4,11.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Hawaii,8.0,12.9,-0.88,16.0,9.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Idaho,2.0,9.4,-2.0,12.4,6.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Illinois,22.0,14.5,-0.24,18.1,10.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Indiana,36.0,16.6,0.6,19.5,13.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Iowa,14.0,13.6,-0.6,16.4,10.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Kansas,30.0,15.9,0.32,18.3,13.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Kentucky,45.0,18.7,1.44,22.3,15.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Louisiana,33.0,16.1,0.4,20.7,11.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Maine,29.0,15.6,0.2,18.7,12.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Maryland,17.0,14.1,-0.4,16.5,11.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Massachusetts,44.0,17.9,1.12,21.9,14.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Michigan,27.0,15.3,0.08,17.7,12.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Minnesota,16.0,14.0,-0.44,15.7,12.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Mississippi,32.0,16.0,0.36,20.2,11.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Missouri,47.0,18.8,1.48,22.9,14.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Montana,3.0,10.9,-1.68,13.9,7.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Nebraska,35.0,16.3,0.48,18.8,13.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Nevada,4.0,11.8,-1.32,15.6,7.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",New Hampshire,30.0,15.9,0.32,19.5,12.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",New Jersey,40.0,17.1,0.8,21.0,13.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",New Mexico,10.0,13.3,-0.72,17.5,9.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",New York,17.0,14.1,-0.4,16.2,11.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",North Carolina,19.0,14.2,-0.36,17.2,11.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",North Dakota,42.0,17.7,1.04,21.0,14.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Ohio,49.0,19.0,1.56,22.1,15.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Oklahoma,20.0,14.3,-0.32,17.5,11.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Oregon,5.0,12.1,-1.2,15.0,9.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Pennsylvania,41.0,17.2,0.84,20.5,14.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Rhode Island,22.0,14.5,-0.24,18.2,10.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",South Carolina,24.0,14.9,-0.08,17.7,12.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",South Dakota,42.0,17.7,1.04,22.8,12.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Tennessee,50.0,19.4,1.72,24.6,14.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Texas,25.0,15.2,0.04,18.9,11.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Utah,1.0,7.3,-2.0,9.4,5.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Vermont,6.0,12.6,-1.0,16.0,9.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Virginia,38.0,16.8,0.68,19.8,13.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Washington,11.0,13.4,-0.68,15.6,11.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",West Virginia,45.0,18.7,1.44,21.9,15.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Wisconsin,13.0,13.5,-0.64,16.7,10.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",Wyoming,11.0,13.4,-0.68,17.3,9.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",United States,,15.1,,15.7,14.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $50-$74,999",District of Columbia,,13.9,,18.7,9.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Alabama,37.0,10.9,0.7,13.1,8.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Alaska,44.0,11.6,1.02,14.7,8.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Arizona,19.0,9.0,-0.19,11.0,7.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Arkansas,26.0,9.5,0.05,12.9,6.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",California,8.0,7.7,-0.79,8.9,6.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Colorado,19.0,9.0,-0.19,10.2,7.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Connecticut,3.0,6.7,-1.25,7.8,5.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Delaware,37.0,10.9,0.7,13.7,8.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Florida,12.0,8.2,-0.56,9.5,6.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Georgia,43.0,11.3,0.88,13.8,8.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Hawaii,10.0,8.0,-0.65,9.6,6.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Idaho,1.0,5.0,-2.0,7.0,3.0,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Illinois,29.0,9.9,0.23,11.9,7.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Indiana,37.0,10.9,0.7,12.7,9.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Iowa,28.0,9.7,0.14,11.5,7.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Kansas,15.0,8.5,-0.42,9.7,7.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Kentucky,48.0,13.7,1.99,16.1,11.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Louisiana,50.0,16.9,2.0,20.3,13.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Maine,16.0,8.6,-0.37,10.6,6.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Maryland,8.0,7.7,-0.79,8.7,6.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Massachusetts,17.0,8.8,-0.28,10.3,7.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Michigan,34.0,10.7,0.6,12.3,9.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Minnesota,12.0,8.2,-0.56,9.1,7.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Mississippi,49.0,15.0,2.0,18.7,11.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Missouri,46.0,12.2,1.3,15.1,9.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Montana,26.0,9.5,0.05,11.9,7.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Nebraska,23.0,9.2,-0.09,10.7,7.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",Nevada,24.0,9.4,0.0,12.1,6.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",New Hampshire,31.0,10.0,0.28,12.2,7.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",New Jersey,31.0,10.0,0.28,12.0,7.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2017,2017 Annual,"Smoking - $75,000 or More",New Mexico,4.0,7.3,-0.97,9.5,5.1,"CDC, Behavioral Risk Factor Surveillance System",2016
